case_number,job_title,worksite_city,worksite_state,worksite_postal_code,violentcrimesperpop,cost_of_living_2020,missing_crime_data,case_status
I-200-23216-241107,Director Continuous Improvement,RIVERWOODS,IL,60015,599.78,1.079,1,Certified
I-200-24079-813515,MED INTERPRETER/TRANSLATOR I,PALO ALTO,CA,94303,327.36,1.679,1,Certified
I-200-21321-711801,ANALYST,PORTAGE,MI,49024,599.78,0.895,1,Certified
I-200-24061-764154,Interaction Designer,SAN FRANCISCO,CA,94105,327.36,1.861,1,Certified
I-200-21253-576538,SENIOR SOFTWARE ENGINEER IN TEST,SEATTLE,WA,98119,1399.84,1.357,0,Certified
I-200-21355-779396,Data Analyst,CHICAGO,IL,60604,599.78,1.15,1,Certified
I-200-23153-074606,Java Developer,SEATTLE,WA,98101,1399.84,1.357,0,Certified
I-200-23026-730402,Client Services- Accountant ,LONG ISLAND CITY,NY,11101,1171.84,1.804,1,Certified
I-200-24159-086571,Product Development Engineer,BOISE,ID,83716,345.45,0.947,1,Certified
I-200-24009-626338,Manager JC50 - Computer Systems Engineers/Architects,FRISCO,TX,75035,599.78,0.964,1,Certified
I-200-21049-084765,Developer User Interface ,AUSTIN,TX,78728,599.78,1.023,0,Certified
I-200-23275-404784,SOFTWARE DEVELOPER,CARY,NC,27513,1787.2,1.051,1,Certified
I-203-19317-144312,NATIONAL SALES MANAGER - USA CONSTRUCTION,WILMINGTON,MA,01880,1968.89,1.51,1,Certified
I-200-20350-961246,Senior Mobile Developer,CAROL STREAM,IL,60188,599.78,1.118,1,Certified
I-200-24057-746920,Product Manager,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-21210-491720,Senior Quality Assurance Specialist,PHILADELPHIA,PA,19104,1279.6,1.137,0,Certified
I-203-23017-707423,INTERNATIONAL ASSOCIATE,NEW YORK,NY,10001,1171.84,1.804,1,Certified
I-200-24212-231203,Associate Teaching Professor of Marketing,PITTSBURGH,PA,15213,1262.47,0.945,0,Certified
I-200-23135-020483,Lead Consultant - US,CINCINNATI,OH,45241,1562.48,0.894,0,Certified
I-200-22187-335770,Software Test Engineer,COLUMBUS,OH,43240,1118.78,0.925,0,Certified
I-200-24108-896722,Software Engineer,NEW YORK,NY,10022,1171.84,1.804,1,Certified
I-200-22320-591475,Electrical Engineer,CUPERTINO,CA,95014,349.61,1.681,0,Certified
I-200-20155-625254,PROGRAM MANAGER -PRODDEV,BELLEVUE,WA,98004,223.06,1.357,0,Certified
I-200-22075-983512,Senior Developer,PLANO,TX,75024,303.7,0.969,0,Certified
I-200-23206-212946,SENIOR IOS DEVELOPER,LOUISVILLE,KY,40218,999.13,0.912,0,Certified
I-200-20350-960701,Research Associate (R-3),PORTAGE,MI,49002,599.78,0.895,1,Certified
I-200-20106-489867,"Assistant Professor, Division of Stroke",MINNEAPOLIS,MN,55455,1811.81,1.151,0,Certified
I-200-22075-983688,Workday Consultant,ATLANTA,GA,30338,4026.59,1.003,0,Certified
I-200-23166-114044,Software Engineer,GREER,SC,29651,1329.57,0.921,0,Certified
I-200-23166-115757,QA Tester,ISELIN,NJ,08830,162.1,1.226,1,Certified
I-200-21167-402917,TIRE TECHNICIAN,SOUDERTON,PA,18964,1262.47,1.11,1,Certified
I-200-22118-114964,SOFTWARE ENGINEER,SAN FRANCISCO,CA,94105,327.36,1.861,1,Certified
I-200-20171-668700, MOBILITY ANALYST 2,PLANO,TX,75024,303.7,0.969,0,Certified
I-200-24158-077751,Data Engineer,AUSTIN,TX,78758,599.78,1.023,0,Certified
I-200-20220-757276,SENIOR DIRECTOR - SALES,INDIANAPOLIS,IN,46240,1682.47,0.945,0,Certified
I-200-23094-904216,Instrumentation and Controls Engineer II,FRAMINGHAM,MA,01701,1968.89,1.336,1,Certified
I-200-19311-131689,Senior Associate JC60 - Management Analysts,RIVERWOODS,IL,60015,599.78,1.079,1,Certified
I-200-21007-999492,Product Marketing Manager,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-20127-547016,Product Design Manager,NEW YORK,NY,10007,1171.84,1.804,1,Certified
I-200-23172-133521,Software Engineer,PARSIPPANY,NJ,07054,162.1,1.186,1,Certified
I-200-24073-796773,MECHANICAL PROJECT ENGINEER,IRVING,TX,75038,401.73,0.973,0,Certified
I-200-21142-335879,Software Engineer II,NEW YORK,NY,11238,1171.84,1.804,1,Certified
I-200-19309-126576,ASSOCIATE SENIOR SOFTWARE ENGINEER,KANSAS CITY,MO,64138,106.93,0.916,1,Certified
I-200-22222-407271,BI Developer,PHOENIX,AZ,85050,1097.07,1.051,0,Certified
I-200-24130-975355,SOFTWARE DEVELOPMENT ENGINEER I,AUSTIN,TX,78758,599.78,1.023,0,Certified
I-200-23128-002216,Senior Financial Analyst,GREENVILLE,SC,29607,1756.32,0.922,0,Certified
I-200-24101-871288,Data Engineer,FAIR OAKS RANCH,TX,78015,599.78,0.883,1,Certified
I-200-22059-937070,Senior Consultant,PHILADELPHIA,PA,19103,1279.6,1.137,0,Certified
I-200-20066-383275,Software Engineer II,BENTONVILLE,AR,72716,116.97,0.875,0,Certified
I-201-23048-783572,Aeronautical Scientific Technician,EVERETT,WA,98204,530.22,1.181,0,Certified
I-200-21076-154005,OBGYN/Obstetrician Physician ,ELGIN,IL,60120,599.78,1.109,1,Certified
I-200-23362-595223,Software Engineer,SYRACUSE,NY,13203,852.74,1.032,0,Certified
I-200-21210-489784,Site Reliability Engineer,SAN FRANCISCO,CA,94107,327.36,1.861,1,Certified
I-200-23020-717209,Application Developer,AUSTIN,TX,78759,599.78,1.023,0,Certified
I-200-21210-492161,Research Assistant Professor,PHILADELPHIA,PA,19107,1279.6,1.137,0,Certified
I-200-21078-159517,Engineer Structure and Bridge,SUFFOLK,VA,23435,919.33,1.013,0,Certified
I-200-21078-162274,Application Technology Management Practitioner,ALLEN PARK,MI,48101,599.78,0.962,1,Certified
I-200-23045-771245,Manager JC50,PARSIPPANY,NJ,07054,162.1,1.186,1,Certified
I-200-24218-245847,Senior Technical Architect,CYPRESS,CA,90630,319.39,1.326,0,Certified
I-200-21300-671863,"Director, Trust & Safety Operations",SAN FRANCISCO,CA,94107,327.36,1.861,1,Certified
I-200-20143-594414,SOFTWARE ENGINEER,SEATTLE,WA,98109,1399.84,1.357,0,Certified
I-200-24131-980265,"Snr Analyst, Digital Operations - Management",RICHARDSON,TX,75082,272.13,0.971,0,Certified
I-200-20265-836428,Medical Laboratory Scientist,SHAWNEE MISSION,KS,66204,874.69,0.913,1,Certified
I-200-20294-883650,Snowflake / Software Developer,CHARLOTTE,NC,28213,1787.2,1.018,0,Certified
I-200-23237-297188,Senior Software Engineer,BOTHELL,WA,98011,211.18,1.356,0,Certified
I-200-23310-479506,Systems Engineer,WESTBOROUGH,MA,01581,1968.89,1.167,1,Certified
I-200-21077-157298,Technical Lead I,SAN FRANCISCO,CA,94133,327.36,1.861,1,Certified
I-200-21353-775137,Research Fellow,BOSTON,MA,02115,1968.89,1.51,0,Certified
I-200-20281-865860,Senior Software Engineer/Developer,SMITHFIELD,RI,02917,353.39,1.053,1,Certified
I-200-22055-926493,"Elementary School Teacher, Dual Immersion Program (French)",PASADENA,CA,91101,1280.74,1.411,0,Certified
I-200-21271-610070,Product Manager III - Technical,SEATTLE,WA,98109,1399.84,1.357,0,Certified
I-200-22111-091581,Data Warehouse Specialist,ATLANTA,GA,30339,4026.59,1.003,0,Certified
I-200-23333-531379,Senior Procurement and Planning Manager,CALABASAS,CA,91302,327.36,1.354,1,Certified
I-200-21258-584141,Technology Lead - US ,HARTFORD,CT,06103,599.78,1.148,1,Certified
I-200-20077-413146,Lead Software Engineer,HOBOKEN,NJ,07030,772.3,1.804,0,Certified
I-200-20078-416196,PROGRAMMER ANALYST,MARYLAND HEIGHTS,MO,63043,106.93,0.941,1,Certified
I-200-21251-570495,"Manager, Partner Engineer (5)",SANTA MONICA,CA,90405,327.36,1.409,1,Certified
I-200-21163-392719,SOFTWARE ENGINEER,DUBLIN,OH,43017,64.07,0.924,0,Certified
I-200-22035-879830,Senior Staff Engineer,EL SEGUNDO,CA,90245,327.36,1.41,1,Certified
I-200-24116-924601,SOFTWARE DEVELOPER (JAVA),EAST BRUNSWICK,NJ,08816,162.1,1.249,1,Certified
I-200-23187-169686,SOFTWARE DEVELOPER,SAMMAMISH,WA,98075,223.06,1.354,1,Certified
I-200-22067-957945,Data Scientist,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-23356-587464,Application Developer,MECHANICSBURG,PA,17050,1262.47,1.064,1,Certified
I-200-24003-613589,Financial Quantitative Analyst,ELIZABETH,NJ,07201,1311.2,1.162,0,Certified
I-200-20092-453355,Senior Software Engineer,PALO ALTO,CA,94306,327.36,1.679,1,Certified
I-200-22114-100763,Senior Software Engineer - Devops,ARLINGTON,VA,22201,1135.5,1.561,1,Certified
I-200-22340-622810,Vice President,NEW YORK,NY,10282,1171.84,1.804,1,Certified
I-200-23340-547886,Lead Software Engineer,SAN FRANCISCO,CA,94105,327.36,1.861,1,Certified
I-200-24053-741336,Assistant Professor,SAINT LOUIS,MO,63104,106.93,0.944,1,Certified
I-200-24092-842770,Technical Specialist II,SAVANNAH,GA,31407,987.42,,0,Certified
I-200-24082-824342,HCL Technical Architect,HOLLY SPRINGS,NC,27540,1787.2,1.05,1,Certified
I-200-23068-836522,Software Engineer,WIXOM,MI,48393,599.78,1.062,1,Certified
I-200-23243-314170,DATA ENGINEER,SAINT LOUIS,MO,63102,106.93,0.944,1,Certified
I-200-22060-939822,"Senior Manager, Population Health Analytics",AUSTIN,TX,78734,599.78,1.023,0,Certified
I-200-23312-487336,Fund Controller,WOODLAND HILLS,CA,91367,327.36,1.354,1,Certified
I-200-22112-098649,Senior Software Engineer,PLANO,TX,75025,303.7,0.969,0,Certified
I-200-20127-547929,Business Intelligence Analyst,HOBOKEN,NJ,07030,772.3,1.804,0,Certified
I-200-20178-681994,Senior Software Engineer,CAMPBELL,CA,95008,391.99,1.681,0,Certified
I-200-21039-062442,Product Manager III,SEATTLE,WA,98109,1399.84,1.357,0,Certified
I-200-24012-635916,Principal Site Reliability Engineer,MERRIMACK,NH,03054,136.28,1.111,1,Certified
I-200-21281-633356,"MTS 1, Software Engineer",SAN FRANCISCO,CA,94105,327.36,1.861,1,Certified
I-200-23003-677896,Services Business Analyst,ROCK HILL,SC,29730,1756.32,0.909,1,Certified
I-200-23104-935940,ARCHITECT,TAMPA,FL,33610,3235.45,0.944,0,Certified
I-200-23041-766910,Senior Manager,WASHINGTON,DC,20001,3048.38,1.561,0,Certified
I-203-22238-439437,Head of Strategy & Business Development,DARIEN,CT,06820,599.78,1.506,1,Certified
I-200-20282-870397,SAP HR Senior Analyst,COLUMBUS,OH,43125,1118.78,0.925,0,Certified
I-200-21245-563293,SOLUTIONS ENGINEER,ARLINGTON,MA,02474,1968.89,1.51,1,Certified
I-200-22074-979298,Project Manager,HOUSTON,TX,77077,599.78,0.92,1,Certified
I-200-20345-951463,Data Scientist II,FORT WORTH,TX,76102,599.78,0.967,1,Certified
I-200-24023-659303,UX Designer,SANTA CLARA,CA,95054,327.36,1.681,1,Certified
I-200-21281-634765,Senior Oracle Financials Consultant,STERLING,VA,20166,1135.5,1.515,1,Certified
I-200-23020-715843,Technical Lead,NEWARK,NJ,07102,3928.03,1.162,0,Certified
I-200-22063-951490,Software Engineer,SEATTLE,WA,98103,1399.84,1.357,0,Certified
I-200-22007-816043,Senior Product Engineer,RICHLAND,MS,39218,734.56,0.865,1,Certified
I-200-21256-579479,ETL/Talend Developer,CHICAGO,IL,60604,599.78,1.15,1,Certified
I-200-21059-107795,Assistant Professor of Marketing and Supply Chain Management,PHILADELPHIA,PA,19122,1279.6,1.137,0,Certified
I-200-20205-731068,Software Engineering Manager,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-21076-153427,Senior Data Architect,IRVING,TX,75063,401.73,0.973,0,Certified
I-200-21043-075757,Mechanical Designer,CEDAR RAPIDS,IA,52404,91.93,0.912,1,Certified
I-200-22034-876664,Technology Lead,FRISCO,TX,75034,599.78,0.964,1,Certified
I-200-20168-656537,Business Analyst,IRVING,TX,75062,401.73,0.973,0,Certified
I-200-20227-770537,Business Analyst ,PHOENIX,AZ,85007,1097.07,1.051,0,Certified
I-200-21048-081056,Software Consultant,NORFOLK,VA,23502,1135.5,1.004,0,Certified
I-200-21335-737059,Sr Database Administrator,LOS ANGELES,CA,90094,327.36,1.41,1,Certified
I-200-24176-144052,Software Developer,WARREN,MI,48093,599.78,0.962,1,Certified
I-200-22336-617190,Senior Systems Engineer,NORWALK,CT,06850,599.78,1.506,1,Certified
I-200-24004-617791,SALES FORCE DEVELOPER,FULSHEAR,TX,77441,599.78,0.912,1,Certified
I-200-21109-237274,PRODUCT DESIGNER,ATLANTA,GA,30309,4026.59,1.003,0,Certified
I-200-24123-952116,QA-Automated Tester,LISLE,IL,60532,599.78,1.098,1,Certified
I-200-21043-075187,"Business Analytics Senior Advisor, Data & Analytics Solution",GLASTONBURY,CT,06033,599.78,1.148,1,Certified
I-200-21011-006235,High School Math Teacher,MIAMI,AZ,85539,817.33,1.039,1,Certified
I-200-24019-654366,Java Full Stack Developer,HICKSVILLE,NY,11801,1171.84,1.685,1,Certified
I-200-22194-349537,"Software Developer, Applications",SUNNYVALE,CA,94085,249.62,1.681,0,Certified
I-200-20268-844354,Senior Data Management Analyst,AUSTIN,TX,78750,599.78,1.023,0,Certified
I-200-23138-033946,Software Engineer,AUSTIN,TX,78759,599.78,1.023,0,Certified
I-200-20342-940220,Software Engineer 1615.7068,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-20281-867551,Operations Analyst,NORTHFIELD,IL,60093,599.78,1.147,1,Certified
I-200-23166-113159,Logisticians - KBOEYTEST13341-24,NEW YORK,NY,10001,1171.84,1.804,1,Certified
I-200-21145-343194,SENIOR DEVELOPER,ALEXANDRIA,VA,22314,659.56,1.561,0,Certified
I-200-20129-556533,Software Engineer,BLOOMFIELD HILLS,MI,48302,599.78,0.957,1,Certified
I-200-23312-488335,Software Engineer (SAP Developer/IT Analyst),EDISON,NJ,08837,143.94,1.226,0,Certified
I-200-22062-947759,"Technology Consultant, Solution Architect",SCOTTSDALE,AZ,85251,251.6,1.049,0,Certified
I-200-23305-471929,Senior Software Engineer,BURLINGTON,NC,27215,567.54,0.954,0,Certified
I-200-22123-128679,Software Developer,HARTFORD,CT,06156,599.78,1.148,1,Certified
I-200-22013-829368,Quality Assurance Senior Analyst,WOONSOCKET,RI,02895,353.39,1.052,0,Certified
I-200-20181-686517,Operations Research Scientist,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-20121-533065,"Software Developer, Applications",FARMINGTON,CT,06032,599.78,1.122,1,Certified
I-200-20135-571139,Research Professional,CHICAGO,IL,60637,599.78,1.15,1,Certified
I-200-24060-757888,Senior Technologist,AUSTIN,TX,78753,599.78,1.023,0,Certified
I-200-23074-848885,Software Engineer,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-21011-005842,R & D Analyst,MAYFIELD VILLAGE,OH,44143,1118.78,0.931,1,Certified
I-200-21174-420293,Analyst,DALLAS,TX,75201,1744.19,0.973,0,Certified
I-200-20076-409474,Hardware Engineer,SAN DIEGO,CA,92106,327.36,1.35,1,Certified
I-200-21078-159181,Computer Systems Analysts - KBGFJG22602-10,NEW YORK,NY,10128,1171.84,1.804,1,Certified
I-200-21180-433747,Assistant Professor of Clinical,MIAMI,FL,33136,3829.21,1.116,0,Certified
I-200-19281-076168,Senior Software Developer,PHILADELPHIA,PA,19103,1279.6,1.137,0,Certified
I-200-21043-075092,Tech Lead Software (110003),CINCINNATI,OH,45227,1562.48,0.894,0,Certified
I-200-21069-134594,Technical Lead,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-22320-590588,Programmer/Analyst ,GREENWOOD VILLAGE,CO,80111,787.17,1.125,1,Certified
I-200-23284-423203,Software Developer,ALPHARETTA,GA,30005,60.9,0.998,0,Certified
I-200-19284-083613,Quality Engineer,MONTVALE,NJ,07645,162.1,1.35,1,Certified
I-200-22335-615909,Clinical Laboratory Scientist,SUNRISE,FL,33323,517.18,1.114,0,Certified
I-200-23125-996422,Software Engineer,EDEN PRAIRIE,MN,55344,1811.81,1.149,1,Certified
I-200-21063-119028,Manager JC50,ELLINGTON,CT,06029,599.78,1.146,1,Certified
I-200-20289-879155,"Senior Manager, Product Management",MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-21253-576350,Consultant (Tech),DUBLIN,OH,43017,64.07,0.924,0,Certified
I-200-20129-554609,Project Manager,CHICAGO,IL,60642,599.78,1.15,1,Certified
I-200-23312-486564,IT Project Manager,PARSIPPANY,NJ,07045,162.1,1.212,1,Certified
I-200-20205-731243,Computer Specialist/System Support And Development Admin 2,BLOOMINGTON,IL,61791,599.78,0.9299999999999999,1,Certified
I-200-19331-171366,Associate,NEW YORK,NY,10055,1171.84,1.804,1,Certified
I-200-23320-505810,Technology Lead - US ,AUSTIN,TX,78753,599.78,1.023,0,Certified
I-200-23039-758590,"VICE PRESIDENT, SOFTWARE ENGINEER",JERSEY CITY,NJ,07310,162.1,1.804,1,Certified
I-200-21330-726797,Software Development Engineer I,SEATTLE,WA,98121,1399.84,1.357,0,Certified
I-200-20132-559135,"Software Engineer, Big Data",BOULDER,CO,80301,208.56,1.289,0,Certified
I-200-20204-730293,Solutions Architect,KIRKLAND,WA,98033,221.18,1.357,0,Certified
I-200-20093-455391,MANAGEMENT ANALYST,SANTA MONICA,CA,90405,327.36,1.409,1,Certified
I-200-24180-158909,QA Tester,MADISON,WI,53703,321.68,1.066,0,Certified
I-200-23229-272363,Research Sciences,LOS ALTOS,CA,94022,327.36,1.679,1,Certified
I-200-22062-947192,"Manager II, Product Management",ATLANTA,GA,30339,4026.59,1.003,0,Certified
I-200-23058-806496,"Sr Financial Planning Analyst, FP&A, Business Plan",NEW YORK,NY,10036,1171.84,1.804,1,Certified
I-200-20316-908957,Sr. Systems Test Engineer - Stability/Performance,PALO ALTO,CA,94304,327.36,1.679,1,Certified
I-200-24012-638879,Software Development Engineer - Systems,CUPERTINO,CA,95014,349.61,1.681,0,Certified
I-200-22055-928358,Senior Software Engineer,REDWOOD CITY,CA,94065,327.36,1.629,1,Certified
I-200-22089-021570,Senior Software Engineer,RICHFIELD,MN,55423,1811.81,1.151,1,Certified
I-200-22103-065549,Software Development Engineer,MANASSAS,VA,20110,301.31,1.556,0,Certified
I-200-24212-232687,"SR. MANAGER, PRODUCT MANAGEMENT",ENGLEWOOD CLIFFS,NJ,07632,162.1,1.27,1,Certified
I-203-21223-516845,Public Relations Specialist,LOS ANGELES,CA,90004,327.36,1.411,1,Certified
I-200-24059-756169,Direct Support Professional,YONKERS,NY,10701,737.62,1.31,0,Certified
I-200-21334-731550,SOFTWARE ENGINEER,SEATLLE,WA,98014,223.06,1.196,1,Certified
I-200-24061-761991,Analytical Chemist Supervisor,CHANDLER,AZ,85226,223.64,1.049,0,Certified
I-200-21064-124138,ENGINEERING MANAGER,BLOOMFIELD,CT,06002,599.78,1.148,1,Certified
I-200-22094-033924,Cost Manager,CHICAGO,IL,60602,599.78,1.15,1,Certified
I-200-24201-210048,Data Science Engineer (118.301.6),SAN JOSE,CA,95110,327.36,1.681,1,Certified
I-200-22124-134723,DATA SCIENTIST,DODGEVILLE,WI,53595,321.68,1.058,1,Certified
I-200-23277-410928,PROCESS ENGINEER,GREENVILLE,SC,29615,1756.32,0.922,0,Certified
I-200-21148-353471,Product Data Analyst,SOUTH JORDAN,UT,84095,157.99,0.996,1,Certified
I-200-20024-272723,Technical Program Manager,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-20057-353667,Assistant Orchestra Director,SIOUX FALLS,SD,57106,204.97,0.94,1,Certified
I-200-22322-594759,Accountants and Auditors - KBGFJG219688-1		,MIAMI,FL,33136,3829.21,1.116,0,Certified
I-200-22116-109549,Python/Core Java Developer,ALPHARETTA,GA,30028,60.9,0.996,0,Certified
I-200-20343-942150,Data Engineer,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-21041-069794,Software Engineer II,MILWAUKEE,WI,53224,966.16,0.97,0,Certified
I-200-20303-891493,Data Engineer - Advisor Analytics,CUMBERLAND,RI,02864,353.39,1.053,1,Certified
I-203-23094-902424,Senior News Reporter,NEW YORK,NY,10036,1171.84,1.804,1,Certified
I-200-24179-152796,Database Administrators - KBGFJG178452-8,SUWANEE,GA,30024,4026.59,0.996,1,Certified
I-200-20006-234958,SENIOR BUSINESS ANALYST,ROLLING MEADOWS,IL,60008,599.78,1.106,1,Certified
I-200-23279-415655,BUSINESS SYSTEMS ANALYST,COLUMBIA,MD,21044,3081.26,1.107,1,Certified
I-200-22084-009298,Risk Management Specialists - Kbgfjg15771-11,SAN FRANCISCO,CA,94105,327.36,1.861,1,Certified
I-200-23248-321086,Application Developer,LOUISVILLE,KY,40223,999.13,0.912,0,Certified
I-200-23321-509879,Dentist,MUNDELEIN,IL,60060,599.78,1.05,1,Certified
I-200-21286-642041,Computer Systems Analyst,NORFOLK,VA,23502,1135.5,1.004,0,Certified
I-200-22209-380952,Sr Developer,ATLANTA,GA,30354,4026.59,1.003,0,Certified
I-200-24151-051816,Software Engineer Director,NEW YORK,NY,10041,1171.84,1.804,1,Certified
I-200-24166-111558,Financial Analyst,ARLINGTON,VA,22209,1135.5,1.561,1,Certified
I-200-22140-193564,"Senior Manager, Software Development",SEATTLE,WA,98101,1399.84,1.357,0,Certified
I-200-22213-387357,"Assistant Coach, Men's Tennis",BATON ROUGE,LA,70803,1370.94,0.9359999999999999,1,Certified
I-200-20056-347964,Senior Principal Consultant,PALO ALTO,CA,94304,327.36,1.679,1,Certified
I-200-23352-575215,Senior Business Systems Architect,HILLSBORO,OR,97124,228.53,1.173,0,Certified
I-200-22174-308569,Senior Systems Analyst JC60,CINCINNATI,OH,45202,1562.48,0.894,0,Certified
I-200-23282-419639,Sr. SAP GRC Consultant,COPPELL,TX,75019,44.22,0.97,0,Certified
I-200-24024-664551,DevOps Engineer,DEARBORN,MI,48126,599.78,0.962,1,Certified
I-200-22075-983166,Accountants and Auditors - KBGFJG185459-1,NASHVILLE,TN,37201,1633.81,0.952,1,Certified
I-200-22115-103455,"Sr Engineer, Systems Architecture",RESTON,VA,20191,1135.5,1.559,1,Certified
I-200-20021-265857,INFORMATION SECURITY ENGINEER,SUNNYVALE,CA,94085,249.62,1.681,0,Certified
I-200-21126-291930,IT Project Managers - IV,AUBURN HILLS,MI,48326,599.78,0.989,1,Certified
I-200-24068-784457,Senior Software Engineer,NATICK,MA,01760,1968.89,1.508,1,Certified
I-203-22292-538331,Manager,NEW YORK,NY,10019,1171.84,1.804,1,Certified
I-200-22306-564841,Architect,NEWARK,NJ,07101,3928.03,1.162,0,Certified
I-200-20275-853119,Technology Lead - US ,TAMPA,FL,33610,3235.45,0.944,0,Certified
I-200-23207-216906,Solution Architect,AURORA,CO,80013,1807.31,1.125,0,Certified
I-200-21222-513686,Senior Key Expert Data Architect,MARLBOROUGH,MA,01752,505.1,1.166,0,Certified
